,Einpersonenhaushalte (Singlehaushalte),Paare ohne Kind(er),Paare mit Kind(ern),Alleinerziehende Elternteile,Mehrpersonenhaushalte ohne Kernfamilie
37,0.012657396056924966,0.0073061031243630385,0.013754670078098719,0.010241847275212056,0.014327225470277068
38,0.012872380240936523,0.007430196311574016,0.013988291315025284,0.010415803685308572,0.014570571484182665
39,0.012763678396254245,0.007367451424435661,0.013870166070009548,0.010327846597866355,0.014447529127698451
40,0.01604318819203395,0.011387825039649828,0.02253618158696571,0.017862292142394598,0.014308976995547855
41,0.015249181295840568,0.010824220629734886,0.021420824503340517,0.016978254445328595,0.013600799401671667
42,0.015024326589582545,0.010664613572611437,0.02110496668067714,0.01672790392866711,0.013400250684005667
43,0.014859761376411108,0.010547801388351232,0.020873798693208743,0.016544679006104446,0.013253474381106798
44,0.014574617177066502,0.010345399458364539,0.02047325103535039,0.016227202895344146,0.01299915324867367
45,0.01418557599388833,0.010069249052708186,0.019926757243470254,0.01579404913649203,0.012652166024327496
46,0.014349383734557193,0.010185523565513789,0.020156861194435383,0.015976430698310628,0.012798266734788979
47,0.014424082812475675,0.010238546694070072,0.02026179245648875,0.0160595997502831,0.012864891109865181
48,0.015577932985932151,0.011057576162527992,0.021882628460025668,0.017344282610081887,0.013894014211250708
49,0.017076080643065965,0.012120995926653956,0.023987105901861032,0.019012302133623708,0.015230217471180424
50,0.012270682120794069,0.020289269677318006,0.009243227313154342,0.007749275154664695,0.009241522263730461
51,0.013144639298907745,0.021734336275785866,0.009901559488965353,0.008301203285466841,0.009899733000474894
52,0.01372692684319207,0.022697134341893976,0.0103401835263624,0.00866893397520141,0.01033827612720763
53,0.014059399651939516,0.02324686991573148,0.010590627773588704,0.008878899749806728,0.010588674176303672
54,0.014392135391530562,0.023797040239221835,0.01084127008067273,0.009089031572512198,0.010839270248722381
55,0.014402664848814577,0.023814450436657326,0.010849201682697965,0.009095681216021816,0.010847200387646794
56,0.014610098824371785,0.024157437389533097,0.011005457004910037,0.009226681509012437,0.011003426886263157
57,0.014432938566448651,0.02386450728069958,0.010872006189485067,0.009114799906049936,0.010870000687806724
58,0.013922779638090878,0.02302097209872287,0.010487715007118347,0.00879262043228182,0.010485780393608922
59,0.013661909583582788,0.02258962990971107,0.010291207495206922,0.008627873777442657,0.01028930913040248
60,0.01314174705962819,0.021729554029604557,0.009899380830530411,0.008299376756365218,0.009897554743925589
61,0.01271503499701177,0.02102399617815327,0.009577948284792418,0.008029896286373614,0.009576181491155123
62,0.011945320668363889,0.01975129255542899,0.008998139889802886,0.007543800398267074,0.0089964800503642
63,0.011591263083361216,0.019165867087414808,0.008731436318810666,0.00732020324044222,0.008729825676773996
64,0.011205880057350081,0.01852864577674697,0.008441136001600453,0.007076823200188653,0.008439578909733205
65,0.016770653212574732,0.02961630332997387,0.0035890140886803245,0.005238045413958151,0.009310426174791775
66,0.01631604570755443,0.028813484644612905,0.0034917255263532294,0.0050960560276987615,0.009058045449941763
67,0.01566829963687247,0.027669590971125493,0.003353104224958615,0.004893742898213678,0.00869844156960072
68,0.015522219586202505,0.027411619439768817,0.0033218422727088045,0.004848117129808375,0.008617343504419051
69,0.015069246916413832,0.0266116878080903,0.003224903574313938,0.004706638358197029,0.008365870377653567
70,0.014907208221541365,0.026325533948863295,0.00319022638246952,0.004656028162410257,0.008275912682688024
71,0.014261096986091038,0.025184527329058334,0.0030519549450071346,0.004454225647573219,0.007917216400431512
72,0.01287189652355164,0.02273125483196457,0.0027546582345655468,0.004020331092624284,0.007145985358651838
73,0.011949992539771795,0.02110320924073721,0.0025573655981812058,0.003732389122020123,0.006634179475336997
74,0.010253490749305781,0.018107254879900992,0.002194304675611504,0.003202513910203135,0.005692346472452376
75,0.011584882011921418,0.008358311638366452,0.0009872168237690417,0.003222713831213052,0.005729973477864948
76,0.015228682376887062,0.01098725675554896,0.0012977267641420328,0.004236356078261394,0.007532225708694951
77,0.01516461659251629,0.010941034291601872,0.0012922673369252771,0.004218534084978533,0.007500538269418023
78,0.014341893369112688,0.010347452321042968,0.0012221581889327701,0.003989666712087333,0.007093612912312523
79,0.01692859589640731,0.012213717839900221,0.0014425865239303414,0.004709242621739911,0.008373016264135367
80,0.017220103892181596,0.012424036311098268,0.001467427657175844,0.004790335104936912,0.008517198404501868
81,0.01626978236179521,0.011738394152684836,0.0013864450971616846,0.004525972089679253,0.008047161924289595
82,0.01437340539509253,0.010370187756175134,0.0012248435164282365,0.003998432812758041,0.007109199007441717
83,0.012645204211251437,0.009123317563326105,0.0010775731962135093,0.0035176771302614764,0.00625441715143023
84,0.011379886376598794,0.008210410485573682,0.0009697479242341596,0.003165687590582142,0.005628581029304145
85,0.010115101803704911,0.0072978881478608995,0.0008619680946666686,0.0028138463951020705,0.005003008662625142
86,0.00849367692714845,0.006128055394923693,0.0007237968198132016,0.0023627940347436104,0.004201039205408542
87,0.006116260920352974,0.0044127868355729035,0.0005212030362432779,0.0017014380157731295,0.003025150607598792
88,0.005378425481018312,0.0038804500769038107,0.00045832768212792,0.0014961849563931492,0.0026602114140821167
89,0.0047468330872095146,0.003424766018106889,0.0004045059309619629,0.0013204868749520087,0.002347820863913241
90,0.004282883214503546,0.003090033422931,0.000364969997902868,0.0011914240437362529,0.002118347619133676
91,0.0034628262998937574,0.002498375152570329,0.0002950880619696558,0.0009632983918413709,0.0017127410392635972
92,0.0027906564302061596,0.0020134150779672643,0.00023780846230663053,0.0007763123583420432,0.0013802805513651038
93,0.0020757760376047107,0.0014976400273994726,0.00017688924449910134,0.0005774449959874741,0.0010266951039486565
94,0.0015926039504768645,0.0011490389043998025,0.00013571527201519011,0.00044303487714115114,0.0007877144011984499
95,0.0011937863856591958,0.0008612982532502948,0.00010172965099656896,0.0003320907276067841,0.0005904561065899829
96,0.0008163240822984519,0.0005889650900831501,6.956383905019972e-05,0.0002270872425000376,0.0004037602917404922
97,0.0005648603006442101,0.0004075378946516024,4.813511188990653e-05,0.0001571343671619611,0.0002793843336565264
98,0.00039721777954138213,0.00028658643103057047,3.384929378304441e-05,0.00011049911693657673,0.00019646702826721583
99,0.0002717525195936424,0.0001960652033346195,2.3157651408827285e-05,7.559685136717022e-05,0.00013441092694877485
